PassengerId,Name,Sex,Embarked,Age,Age_binned,Pclass,SibSp,Parch,Survival,Cabin,Fare,Fare_binned
792,3,1,2,16.0,10대,2,0,0,사망,8,26.0,3.2
793,2,0,2,1.356074058657061,0대,3,8,2,사망,8,69.55,4.2
794,3,1,0,37.99065216024212,30대,1,0,0,사망,8,30.6958,3.4
795,3,1,2,25.0,20대,3,0,0,사망,8,7.8958,2.0
796,3,1,2,39.0,30대,2,0,0,사망,8,13.0,2.5
797,0,0,2,49.0,40대,1,0,0,생존,3,25.9292,3.2
798,4,0,2,31.0,30대,3,0,0,생존,8,8.6833,2.1
799,3,1,0,30.0,20대,3,0,0,사망,8,7.2292,1.9
800,4,0,2,30.0,20대,3,1,1,사망,8,24.15,3.1
801,3,1,2,34.0,30대,2,0,0,사망,8,13.0,2.5
802,4,0,2,31.0,30대,2,1,1,생존,8,26.25,3.2
803,1,1,2,11.0,10대,1,1,2,생존,1,120.0,4.7
804,1,1,0,0.42,0대,3,0,1,생존,8,8.5167,2.1
805,3,1,2,27.0,20대,3,0,0,생존,8,6.975,1.9
806,3,1,2,31.0,30대,3,0,0,사망,8,7.775,2.0
807,3,1,2,39.0,30대,1,0,0,사망,0,61.3792,4.0
808,2,0,2,18.0,10대,3,0,0,사망,8,7.775,2.0
809,3,1,2,39.0,30대,2,0,0,사망,8,13.0,2.5
810,4,0,2,33.0,30대,1,1,0,생존,4,53.1,4.0
811,3,1,2,26.0,20대,3,0,0,사망,8,7.8875,2.0
812,3,1,2,39.0,30대,3,0,0,사망,8,24.15,3.1
813,3,1,2,35.0,30대,2,0,0,사망,8,10.5,2.3
814,2,0,2,6.0,0대,3,4,2,사망,8,31.275,3.4
815,3,1,2,30.5,30대,3,0,0,사망,8,8.05,2.0
816,3,1,2,41.237541544754606,40대,1,0,0,사망,1,61.3792,4.0
817,2,0,2,23.0,20대,3,0,0,사망,8,7.925,2.0
818,3,1,0,31.0,30대,2,1,1,사망,8,37.0042,3.5
819,3,1,2,43.0,40대,3,0,0,사망,8,6.45,1.8
820,1,1,2,10.0,0대,3,3,2,사망,8,27.9,3.3
821,4,0,2,52.0,50대,1,1,1,생존,1,93.5,4.5
822,3,1,2,27.0,20대,3,0,0,생존,8,8.6625,2.1
823,6,1,2,38.0,30대,1,0,0,사망,8,61.3792,4.0
824,4,0,2,27.0,20대,3,0,1,생존,4,12.475,2.5
825,1,1,2,2.0,0대,3,4,1,사망,8,39.6875,3.6
826,3,1,1,27.69679810748007,20대,3,0,0,사망,8,6.95,1.9
827,3,1,2,28.986241553854097,20대,3,0,0,사망,8,56.4958,4.0
828,1,1,0,1.0,0대,2,0,2,생존,8,37.0042,3.5
829,3,1,1,27.70455332222774,20대,3,0,0,생존,8,7.75,2.0
830,4,0,2,62.0,60대,1,0,0,생존,1,80.0,4.4
831,4,0,0,15.0,10대,3,1,0,생존,8,14.4542,2.6
832,1,1,2,0.83,0대,2,1,1,생존,8,18.75,2.8
833,3,1,0,26.89035912960942,20대,3,0,0,사망,8,7.2292,1.9
834,3,1,2,23.0,20대,3,0,0,사망,8,7.8542,2.0
835,3,1,2,18.0,10대,3,0,0,사망,8,8.3,2.1
836,2,0,0,39.0,30대,1,1,1,생존,4,83.1583,4.4
837,3,1,2,21.0,20대,3,0,0,사망,8,8.6625,2.1
838,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
839,3,1,2,32.0,30대,3,0,0,생존,8,56.4958,4.0
840,3,1,0,39.12198700837763,30대,1,0,0,생존,2,29.7,3.4
841,3,1,2,20.0,10대,3,0,0,사망,8,7.925,2.0
842,3,1,2,16.0,10대,2,0,0,사망,8,10.5,2.3
843,2,0,0,30.0,20대,1,0,0,생존,8,31.0,3.4
844,3,1,0,34.5,30대,3,0,0,사망,8,6.4375,1.8
845,3,1,2,17.0,10대,3,0,0,사망,8,8.6625,2.1
846,3,1,2,42.0,40대,3,0,0,사망,8,7.55,2.0
847,3,1,2,10.400371005369339,10대,3,8,2,사망,8,69.55,4.2
848,3,1,0,35.0,30대,3,0,0,사망,8,7.8958,2.0
849,5,1,2,28.0,20대,2,0,1,사망,8,33.0,3.4
850,4,0,0,40.298857257274065,40대,1,1,0,생존,2,89.1042,4.5
851,1,1,2,4.0,0대,3,4,2,사망,8,31.275,3.4
852,3,1,2,74.0,70대,3,0,0,사망,8,7.775,2.0
853,2,0,0,9.0,0대,3,1,1,사망,8,15.2458,2.7
854,2,0,2,16.0,10대,1,0,1,생존,3,39.4,3.6
855,4,0,2,44.0,40대,2,1,0,사망,8,26.0,3.2
856,4,0,2,18.0,10대,3,0,1,생존,8,9.35,2.2
857,4,0,2,45.0,40대,1,1,1,생존,8,164.8667,5.1
858,3,1,2,51.0,50대,1,0,0,생존,4,26.55,3.3
859,4,0,0,24.0,20대,3,0,3,생존,8,19.2583,2.9
860,3,1,0,26.89035912960942,20대,3,0,0,사망,8,7.2292,1.9
861,3,1,2,41.0,40대,3,2,0,사망,8,14.1083,2.6
862,3,1,2,21.0,20대,2,1,0,사망,8,11.5,2.4
863,4,0,2,48.0,40대,1,0,0,생존,3,25.9292,3.2
864,2,0,2,1.356074058657061,0대,3,8,2,사망,8,69.55,4.2
865,3,1,2,24.0,20대,2,0,0,사망,8,13.0,2.5
866,4,0,2,42.0,40대,2,0,0,생존,8,13.0,2.5
867,2,0,0,27.0,20대,2,1,0,생존,8,13.8583,2.6
868,3,1,2,31.0,30대,1,0,0,사망,0,50.4958,3.9
869,3,1,2,28.53066340230586,20대,3,0,0,사망,8,9.5,2.2
870,1,1,2,4.0,0대,3,1,1,생존,8,11.1333,2.3
871,3,1,2,26.0,20대,3,0,0,사망,8,7.8958,2.0
872,4,0,2,47.0,40대,1,1,1,생존,3,52.5542,4.0
873,3,1,2,33.0,30대,1,0,0,사망,1,5.0,1.6
874,3,1,2,47.0,40대,3,0,0,사망,8,9.0,2.2
875,4,0,0,28.0,20대,2,1,0,생존,8,24.0,3.1
876,2,0,0,15.0,10대,3,0,0,생존,8,7.225,1.9
877,3,1,2,20.0,10대,3,0,0,사망,8,9.8458,2.3
878,3,1,2,19.0,10대,3,0,0,사망,8,7.8958,2.0
879,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
880,4,0,0,56.0,50대,1,0,1,생존,2,83.1583,4.4
881,4,0,2,25.0,20대,2,0,1,생존,8,26.0,3.2
882,3,1,2,33.0,30대,3,0,0,사망,8,7.8958,2.0
883,2,0,2,22.0,20대,3,0,0,사망,8,10.5167,2.3
884,3,1,2,28.0,20대,2,0,0,사망,8,10.5,2.3
885,3,1,2,25.0,20대,3,0,0,사망,8,7.05,1.9
886,4,0,1,39.0,30대,3,0,5,사망,8,29.125,3.4
887,5,1,2,27.0,20대,2,0,0,사망,8,13.0,2.5
888,2,0,2,19.0,10대,1,0,0,생존,1,30.0,3.4
889,2,0,2,15.926035488308212,10대,3,1,2,사망,8,23.45,3.1
890,3,1,0,26.0,20대,1,0,0,생존,2,30.0,3.4
891,3,1,1,32.0,30대,3,0,0,사망,8,7.75,2.0
892,3,1,1,34.5,30대,3,0,0,,8,7.8292,2.0
893,4,0,2,47.0,40대,3,1,0,,8,7.0,1.9
894,3,1,1,62.0,60대,2,0,0,,8,9.6875,2.3
895,3,1,2,27.0,20대,3,0,0,,8,8.6625,2.1
896,4,0,2,22.0,20대,3,1,1,,8,12.2875,2.4
897,3,1,2,14.0,10대,3,0,0,,8,9.225,2.2
898,2,0,1,30.0,20대,3,0,0,,8,7.6292,2.0
899,3,1,2,26.0,20대,2,1,1,,8,29.0,3.4
900,4,0,0,18.0,10대,3,0,0,,8,7.2292,1.9
901,3,1,2,21.0,20대,3,2,0,,8,24.15,3.1
902,3,1,2,28.51511225793309,20대,3,0,0,,8,7.8958,2.0
903,3,1,2,46.0,40대,1,0,0,,8,26.0,3.2
904,4,0,2,23.0,20대,1,1,0,,1,82.2667,4.4
905,3,1,2,63.0,60대,2,1,0,,8,26.0,3.2
906,4,0,2,47.0,40대,1,1,0,,4,61.175,4.0
907,4,0,0,24.0,20대,2,1,0,,8,27.7208,3.3
908,3,1,1,35.0,30대,2,0,0,,8,12.35,2.5
909,3,1,0,21.0,20대,3,0,0,,8,7.225,1.9
910,2,0,2,27.0,20대,3,1,0,,8,7.925,2.0
911,4,0,0,45.0,40대,3,0,0,,8,7.225,1.9
912,3,1,0,55.0,50대,1,1,0,,8,59.4,4.0
913,1,1,2,9.0,0대,3,0,1,,8,3.1708,1.2
914,4,0,2,42.36478603515528,40대,1,0,0,,8,31.6833,3.4
915,3,1,0,21.0,20대,1,0,1,,8,61.3792,4.0
916,4,0,0,48.0,40대,1,1,3,,1,262.375,5.6
917,3,1,2,50.0,40대,3,1,0,,8,14.5,2.6
918,2,0,0,22.0,20대,1,0,1,,1,61.9792,4.1
919,3,1,0,22.5,20대,3,0,0,,8,7.225,1.9
920,3,1,2,41.0,40대,1,0,0,,0,30.5,3.4
921,3,1,0,22.739907501850457,20대,3,2,0,,8,21.6792,3.0
922,3,1,2,50.0,40대,2,1,0,,8,26.0,3.2
923,3,1,2,24.0,20대,2,2,0,,8,31.5,3.4
924,4,0,2,33.0,30대,3,1,2,,8,20.575,3.0
925,4,0,2,27.716602371094318,20대,3,1,2,,8,23.45,3.1
926,3,1,0,30.0,20대,1,1,0,,2,57.75,4.0
927,3,1,0,18.5,10대,3,0,0,,8,7.2292,1.9
928,2,0,2,19.47231012886343,10대,3,0,0,,8,8.05,2.0
929,2,0,2,21.0,20대,3,0,0,,8,8.6625,2.1
930,3,1,2,25.0,20대,3,0,0,,8,9.5,2.2
931,3,1,2,28.986241553854097,20대,3,0,0,,8,56.4958,4.0
932,3,1,0,39.0,30대,3,0,1,,8,13.4167,2.6
933,3,1,2,40.51957725399508,40대,1,0,0,,3,26.55,3.3
934,3,1,2,41.0,40대,3,0,0,,8,7.85,2.0
935,4,0,2,30.0,20대,2,0,0,,8,13.0,2.5
936,4,0,2,45.0,40대,1,1,0,,3,52.5542,4.0
937,3,1,2,25.0,20대,3,0,0,,8,7.925,2.0
938,3,1,0,45.0,40대,1,0,0,,0,29.7,3.4
939,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
940,4,0,0,60.0,50대,1,0,0,,3,76.2917,4.3
941,4,0,2,36.0,30대,3,0,2,,8,15.9,2.8
942,3,1,2,24.0,20대,1,1,0,,2,60.0,4.0
943,3,1,0,27.0,20대,2,0,0,,8,15.0333,2.7
944,2,0,2,20.0,10대,2,2,1,,8,23.0,3.1
945,2,0,2,28.0,20대,1,3,2,,2,263.0,5.6
946,3,1,0,32.40770787235603,30대,2,0,0,,8,15.5792,2.7
947,1,1,1,10.0,0대,3,4,1,,8,29.125,3.4
948,3,1,2,35.0,30대,3,0,0,,8,7.8958,2.0
949,3,1,2,25.0,20대,3,0,0,,5,7.65,2.0
950,3,1,2,26.44937882690476,20대,3,1,0,,8,16.1,2.8
951,2,0,0,36.0,30대,1,0,0,,1,262.375,5.6
952,3,1,2,17.0,10대,3,0,0,,8,7.8958,2.0
953,3,1,2,32.0,30대,2,0,0,,8,13.5,2.6
954,3,1,2,18.0,10대,3,0,0,,8,7.75,2.0
955,2,0,1,22.0,20대,3,0,0,,8,7.725,2.0
956,1,1,0,13.0,10대,1,2,2,,1,262.375,5.6
957,4,0,2,36.82481823919525,30대,2,0,0,,8,21.0,3.0
958,2,0,1,18.0,10대,3,0,0,,8,7.8792,2.0
959,3,1,2,47.0,40대,1,0,0,,8,42.4,3.7
960,3,1,0,31.0,30대,1,0,0,,2,28.5375,3.3
961,4,0,2,60.0,50대,1,1,4,,2,263.0,5.6
962,2,0,1,24.0,20대,3,0,0,,8,7.75,2.0
963,3,1,2,21.0,20대,3,0,0,,8,7.8958,2.0
964,2,0,2,29.0,20대,3,0,0,,8,7.925,2.0
965,3,1,0,28.5,20대,1,0,0,,3,27.7208,3.3
966,2,0,0,35.0,30대,1,0,0,,2,211.5,5.3
967,3,1,0,32.5,30대,1,0,0,,2,211.5,5.3
968,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
969,4,0,2,55.0,50대,1,2,0,,2,25.7,3.2
970,3,1,2,30.0,20대,2,0,0,,8,13.0,2.5
971,2,0,1,24.0,20대,3,0,0,,8,7.75,2.0
972,1,1,0,6.0,0대,3,1,1,,8,15.2458,2.7
973,3,1,2,67.0,60대,1,1,0,,2,221.7792,5.4
974,3,1,2,49.0,40대,1,0,0,,8,26.0,3.2
975,3,1,2,28.51511225793309,20대,3,0,0,,8,7.8958,2.0
976,3,1,1,33.16963482578058,30대,2,0,0,,8,10.7083,2.3
977,3,1,0,24.815133315729938,20대,3,1,0,,8,14.4542,2.6
978,2,0,1,27.0,20대,3,0,0,,8,7.8792,2.0
979,2,0,2,18.0,10대,3,0,0,,8,8.05,2.0
980,6,0,1,42.24139014108768,40대,3,0,0,,8,7.75,2.0
981,1,1,2,2.0,0대,2,1,1,,8,23.0,3.1
982,4,0,2,22.0,20대,3,1,0,,8,13.9,2.6
983,3,1,2,28.51394122050619,20대,3,0,0,,8,7.775,2.0
984,4,0,2,27.0,20대,1,1,2,,1,52.0,4.0
985,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
986,3,1,0,25.0,20대,1,0,0,,8,26.0,3.2
987,3,1,2,25.0,20대,3,0,0,,8,7.7958,2.0
988,4,0,2,76.0,70대,1,1,0,,2,78.85,4.3
989,3,1,2,29.0,20대,3,0,0,,8,7.925,2.0
990,2,0,2,20.0,10대,3,0,0,,8,7.8542,2.0
991,3,1,2,33.0,30대,3,0,0,,8,8.05,2.0
992,4,0,0,43.0,40대,1,1,0,,2,55.4417,4.0
993,3,1,2,27.0,20대,2,1,0,,8,26.0,3.2
994,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
995,3,1,2,26.0,20대,3,0,0,,8,7.775,2.0
996,4,0,0,16.0,10대,3,1,1,,8,8.5167,2.1
997,3,1,2,28.0,20대,3,0,0,,8,22.525,3.1
998,3,1,1,21.0,20대,3,0,0,,8,7.8208,2.0
999,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1000,3,1,2,28.52302936278862,20대,3,0,0,,8,8.7125,2.1
1001,3,1,2,18.5,10대,2,0,0,,5,13.0,2.5
1002,3,1,0,41.0,40대,2,0,0,,8,15.0458,2.7
1003,2,0,1,18.660539440853753,10대,3,0,0,,8,7.7792,2.0
1004,2,0,0,36.0,30대,1,0,0,,0,31.6792,3.4
1005,2,0,1,18.5,10대,3,0,0,,8,7.2833,1.9
1006,4,0,2,63.0,60대,1,1,0,,2,221.7792,5.4
1007,3,1,0,18.0,10대,3,1,0,,8,14.4542,2.6
1008,3,1,0,26.882684375214755,20대,3,0,0,,8,6.4375,1.8
1009,2,0,2,1.0,0대,3,1,1,,6,16.7,2.8
1010,3,1,0,36.0,30대,1,0,0,,2,75.2417,4.3
1011,4,0,2,29.0,20대,2,1,0,,8,26.0,3.2
1012,2,0,2,12.0,10대,2,0,0,,8,15.75,2.7
1013,3,1,1,25.559288225158355,20대,3,1,0,,8,7.75,2.0
1014,4,0,0,35.0,30대,1,1,0,,2,57.75,4.0
1015,3,1,2,28.0,20대,3,0,0,,8,7.25,1.9
1016,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1017,2,0,2,17.0,10대,3,0,1,,8,16.1,2.8
1018,3,1,2,22.0,20대,3,0,0,,8,7.7958,2.0
1019,2,0,1,14.51998346711282,10대,3,2,0,,8,23.25,3.1
1020,3,1,2,42.0,40대,2,0,0,,8,13.0,2.5
1021,3,1,2,24.0,20대,3,0,0,,8,8.05,2.0
1022,3,1,2,32.0,30대,3,0,0,,8,8.05,2.0
1023,6,1,0,53.0,50대,1,0,0,,2,28.5,3.3
1024,4,0,2,28.331119967762234,20대,3,0,4,,8,25.4667,3.2
1025,3,1,0,24.73741927814537,20대,3,1,0,,8,6.4375,1.8
1026,3,1,2,43.0,40대,3,0,0,,8,7.8958,2.0
1027,3,1,2,24.0,20대,3,0,0,,8,7.8542,2.0
1028,3,1,0,26.5,20대,3,0,0,,8,7.225,1.9
1029,3,1,2,26.0,20대,2,0,0,,8,13.0,2.5
1030,2,0,2,23.0,20대,3,0,0,,8,8.05,2.0
1031,3,1,2,40.0,30대,3,1,6,,8,46.9,3.8
1032,2,0,2,10.0,0대,3,5,2,,8,46.9,3.8
1033,2,0,2,33.0,30대,1,0,0,,8,151.55,5.0
1034,3,1,0,61.0,60대,1,1,3,,1,262.375,5.6
1035,3,1,2,28.0,20대,2,0,0,,8,26.0,3.2
1036,3,1,2,42.0,40대,1,0,0,,8,26.55,3.3
1037,3,1,2,31.0,30대,3,3,0,,8,18.0,2.8
1038,3,1,2,40.57479240367182,40대,1,0,0,,4,51.8625,3.9
1039,3,1,2,22.0,20대,3,0,0,,8,8.05,2.0
1040,3,1,2,39.56875379425118,30대,1,0,0,,8,26.55,3.3
1041,5,1,2,30.0,20대,2,1,1,,8,26.0,3.2
1042,4,0,0,23.0,20대,1,0,1,,2,83.1583,4.4
1043,3,1,0,26.896821162297915,20대,3,0,0,,8,7.8958,2.0
1044,3,1,2,60.5,60대,3,0,0,,8,8.05,2.0
1045,4,0,2,36.0,30대,3,0,2,,8,12.1833,2.4
1046,1,1,2,13.0,10대,3,4,2,,8,31.3875,3.4
1047,3,1,2,24.0,20대,3,0,0,,8,7.55,2.0
1048,2,0,2,29.0,20대,1,0,0,,2,221.7792,5.4
1049,2,0,2,23.0,20대,3,0,0,,8,7.8542,2.0
1050,3,1,2,42.0,40대,1,0,0,,3,26.55,3.3
1051,4,0,2,26.0,20대,3,0,2,,8,13.775,2.6
1052,2,0,1,18.66009448540761,10대,3,0,0,,8,7.7333,2.0
1053,1,1,0,7.0,0대,3,1,1,,8,15.2458,2.7
1054,2,0,2,26.0,20대,2,0,0,,8,13.5,2.6
1055,3,1,2,28.506428356219388,20대,3,0,0,,8,7.0,1.9
1056,5,1,2,41.0,40대,2,0,0,,8,13.0,2.5
1057,4,0,2,26.0,20대,3,1,1,,8,22.025,3.0
1058,3,1,0,48.0,40대,1,0,0,,1,50.4958,3.9
1059,3,1,2,18.0,10대,3,2,2,,8,34.375,3.5
1060,4,0,0,40.70808239147305,40대,1,0,0,,8,27.7208,3.3
1061,2,0,2,22.0,20대,3,0,0,,8,8.9625,2.2
1062,3,1,2,28.511760066358413,20대,3,0,0,,8,7.55,2.0
1063,3,1,0,27.0,20대,3,0,0,,8,7.225,1.9
1064,3,1,2,23.0,20대,3,1,0,,8,13.9,2.6
1065,3,1,0,26.89035912960942,20대,3,0,0,,8,7.2292,1.9
1066,3,1,2,40.0,30대,3,1,5,,8,31.3875,3.4
1067,2,0,2,15.0,10대,2,0,2,,8,39.0,3.6
1068,2,0,2,20.0,10대,2,0,0,,8,36.75,3.5
1069,3,1,0,54.0,50대,1,1,0,,2,55.4417,4.0
1070,4,0,2,36.0,30대,2,0,3,,5,39.0,3.6
1071,4,0,0,64.0,60대,1,0,2,,4,83.1583,4.4
1072,3,1,2,30.0,20대,2,0,0,,8,13.0,2.5
1073,3,1,0,37.0,30대,1,1,1,,4,83.1583,4.4
1074,4,0,2,18.0,10대,1,1,0,,3,53.1,4.0
1075,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1076,4,0,0,27.0,20대,1,1,1,,1,247.5208,5.5
1077,3,1,2,40.0,30대,2,0,0,,8,16.0,2.8
1078,2,0,2,21.0,20대,2,0,1,,8,21.0,3.0
1079,3,1,2,17.0,10대,3,2,0,,8,8.05,2.0
1080,2,0,2,1.356074058657061,0대,3,8,2,,8,69.55,4.2
1081,3,1,2,40.0,30대,2,0,0,,8,13.0,2.5
1082,3,1,2,34.0,30대,2,1,0,,8,26.0,3.2
1083,3,1,2,39.563422084112155,30대,1,0,0,,8,26.0,3.2
1084,1,1,2,11.5,10대,3,1,1,,8,14.5,2.6
1085,3,1,1,61.0,60대,2,0,0,,8,12.35,2.5
1086,1,1,2,8.0,0대,2,0,2,,8,32.5,3.4
1087,3,1,2,33.0,30대,3,0,0,,8,7.8542,2.0
1088,1,1,0,6.0,0대,1,0,2,,4,134.5,4.9
1089,2,0,2,18.0,10대,3,0,0,,8,7.775,2.0
1090,3,1,2,23.0,20대,2,0,0,,8,10.5,2.3
1091,4,0,2,31.263482887801697,30대,3,0,0,,8,8.1125,2.1
1092,2,0,1,18.735385018383525,10대,3,0,0,,8,15.5,2.7
1093,1,1,2,0.33,0대,3,0,2,,8,14.4,2.6
1094,6,1,0,47.0,40대,1,1,0,,2,227.525,5.4
1095,2,0,2,8.0,0대,2,1,1,,8,26.0,3.2
1096,3,1,2,25.0,20대,2,0,0,,8,10.5,2.3
1097,3,1,0,37.94262702351533,30대,1,0,0,,8,25.7417,3.2
1098,2,0,1,35.0,30대,3,0,0,,8,7.75,2.0
1099,3,1,2,24.0,20대,2,0,0,,8,10.5,2.3
1100,2,0,0,33.0,30대,1,0,0,,0,27.7208,3.3
1101,3,1,2,25.0,20대,3,0,0,,8,7.8958,2.0
1102,3,1,2,32.0,30대,3,0,0,,8,22.525,3.1
1103,3,1,2,28.506913057141116,20대,3,0,0,,8,7.05,1.9
1104,3,1,2,17.0,10대,2,0,0,,8,73.5,4.3
1105,4,0,2,60.0,50대,2,1,0,,8,26.0,3.2
1106,2,0,2,38.0,30대,3,4,2,,8,7.775,2.0
1107,3,1,2,42.0,40대,1,0,0,,1,42.5,3.7
1108,2,0,1,18.661508842697213,10대,3,0,0,,8,7.8792,2.0
1109,3,1,2,57.0,50대,1,1,1,,8,164.8667,5.1
1110,4,0,0,50.0,40대,1,1,1,,2,211.5,5.3
1111,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
1112,2,0,0,30.0,20대,2,1,0,,8,13.8583,2.6
1113,3,1,2,21.0,20대,3,0,0,,8,8.05,2.0
1114,4,0,2,22.0,20대,2,0,0,,5,10.5,2.3
1115,3,1,2,21.0,20대,3,0,0,,8,7.7958,2.0
1116,4,0,0,53.0,50대,1,0,0,,8,27.4458,3.3
1117,4,0,0,28.164044706487473,20대,3,0,2,,8,15.2458,2.7
1118,3,1,2,23.0,20대,3,0,0,,8,7.7958,2.0
1119,2,0,1,18.660256375515466,10대,3,0,0,,8,7.75,2.0
1120,3,1,2,40.5,40대,3,0,0,,8,15.1,2.7
1121,3,1,2,36.0,30대,2,0,0,,8,13.0,2.5
1122,3,1,2,14.0,10대,2,0,0,,8,65.0,4.1
1123,2,0,2,21.0,20대,1,0,0,,8,26.55,3.3
1124,3,1,2,21.0,20대,3,1,0,,8,6.4958,1.8
1125,3,1,1,27.70580578940949,20대,3,0,0,,8,7.8792,2.0
1126,3,1,0,39.0,30대,1,1,0,,2,71.2833,4.2
1127,3,1,2,20.0,10대,3,0,0,,8,7.8542,2.0
1128,3,1,0,64.0,60대,1,1,0,,3,75.25,4.3
1129,3,1,0,20.0,10대,3,0,0,,8,7.225,1.9
1130,2,0,2,18.0,10대,2,1,1,,8,13.0,2.5
1131,4,0,0,48.0,40대,1,1,0,,2,106.425,4.6
1132,4,0,0,55.0,50대,1,0,0,,8,27.7208,3.3
1133,4,0,2,45.0,40대,2,0,2,,8,30.0,3.4
1134,3,1,0,45.0,40대,1,1,1,,4,134.5,4.9
1135,3,1,2,28.515031797580086,20대,3,0,0,,8,7.8875,2.0
1136,1,1,2,13.179765552234382,10대,3,1,2,,8,23.45,3.1
1137,3,1,2,41.0,40대,1,1,0,,3,51.8625,3.9
1138,4,0,2,22.0,20대,2,0,0,,8,21.0,3.0
1139,3,1,2,42.0,40대,2,1,1,,8,32.5,3.4
1140,4,0,2,29.0,20대,2,1,0,,8,26.0,3.2
1141,4,0,0,27.561403251803767,20대,3,1,0,,8,14.4542,2.6
1142,2,0,2,0.92,0대,2,1,2,,8,27.75,3.3
1143,3,1,2,20.0,10대,3,0,0,,8,7.925,2.0
1144,3,1,0,27.0,20대,1,1,0,,2,136.7792,4.9
1145,3,1,2,24.0,20대,3,0,0,,8,9.325,2.2
1146,3,1,2,32.5,30대,3,0,0,,8,9.5,2.2
1147,3,1,2,28.511760066358413,20대,3,0,0,,8,7.55,2.0
1148,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1149,3,1,2,28.0,20대,3,0,0,,8,8.05,2.0
1150,2,0,2,19.0,10대,2,0,0,,8,13.0,2.5
1151,3,1,2,21.0,20대,3,0,0,,8,7.775,2.0
1152,3,1,2,36.5,30대,3,1,0,,8,17.4,2.8
1153,3,1,2,21.0,20대,3,0,0,,8,7.8542,2.0
1154,4,0,2,29.0,20대,2,0,2,,8,23.0,3.1
1155,2,0,2,1.0,0대,3,1,1,,8,12.1833,2.4
1156,3,1,0,30.0,20대,2,0,0,,8,12.7375,2.5
1157,3,1,2,28.51511225793309,20대,3,0,0,,8,7.8958,2.0
1158,3,1,2,39.90638870111315,30대,1,0,0,,8,61.3792,4.0
1159,3,1,2,28.511760066358413,20대,3,0,0,,8,7.55,2.0
1160,2,0,2,19.47231012886343,10대,3,0,0,,8,8.05,2.0
1161,3,1,2,17.0,10대,3,0,0,,8,8.6625,2.1
1162,3,1,0,46.0,40대,1,0,0,,2,75.2417,4.3
1163,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1164,4,0,0,26.0,20대,1,1,0,,2,136.7792,4.9
1165,2,0,1,16.590119921314145,10대,3,1,0,,8,15.5,2.7
1166,3,1,0,26.890318414731993,20대,3,0,0,,8,7.225,1.9
1167,2,0,2,20.0,10대,2,1,0,,8,26.0,3.2
1168,3,1,2,28.0,20대,2,0,0,,8,10.5,2.3
1169,3,1,2,40.0,30대,2,1,0,,8,26.0,3.2
1170,3,1,2,30.0,20대,2,1,0,,8,21.0,3.0
1171,3,1,2,22.0,20대,2,0,0,,8,10.5,2.3
1172,2,0,2,23.0,20대,3,0,0,,8,8.6625,2.1
1173,1,1,2,0.75,0대,3,1,1,,8,13.775,2.6
1174,2,0,1,18.660256375515466,10대,3,0,0,,8,7.75,2.0
1175,2,0,0,9.0,0대,3,1,1,,8,15.2458,2.7
1176,2,0,2,2.0,0대,3,1,1,,8,20.2125,2.9
1177,3,1,2,36.0,30대,3,0,0,,8,7.25,1.9
1178,3,1,2,28.50885186082803,20대,3,0,0,,8,7.25,1.9
1179,3,1,2,24.0,20대,1,1,0,,1,82.2667,4.4
1180,3,1,0,27.460853205455756,20대,3,0,0,,5,7.2292,1.9
1181,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
1182,3,1,2,39.69526073482256,30대,1,0,0,,8,39.6,3.6
1183,2,0,1,30.0,20대,3,0,0,,8,6.95,1.9
1184,3,1,0,26.89035912960942,20대,3,0,0,,8,7.2292,1.9
1185,0,1,2,53.0,50대,1,1,1,,0,81.8583,4.4
1186,3,1,2,36.0,30대,3,0,0,,8,9.5,2.2
1187,3,1,2,26.0,20대,3,0,0,,8,7.8958,2.0
1188,2,0,0,1.0,0대,2,1,2,,8,41.5792,3.7
1189,3,1,0,22.739907501850457,20대,3,2,0,,8,21.6792,3.0
1190,3,1,2,30.0,20대,1,0,0,,8,45.5,3.8
1191,3,1,2,29.0,20대,3,0,0,,8,7.8542,2.0
1192,3,1,2,32.0,30대,3,0,0,,8,7.775,2.0
1193,3,1,0,33.35336054266691,30대,2,0,0,,3,15.0458,2.7
1194,3,1,2,43.0,40대,2,0,1,,8,21.0,3.0
1195,3,1,2,24.0,20대,3,0,0,,8,8.6625,2.1
1196,2,0,1,18.660256375515466,10대,3,0,0,,8,7.75,2.0
1197,4,0,2,64.0,60대,1,1,1,,1,26.55,3.3
1198,3,1,2,30.0,20대,1,1,2,,2,151.55,5.0
